fetures,p.val,p.adjust
ENSG00000100908.14_ENST00000216799.9,0.180602917491701,0.447567360474041
ENSG00000137497.17_ENST00000351960.10,0.201401935839363,0.476128532926785
ENSG00000099622.14_ENST00000592234.5,0.00016993085677216,0.00509689425638621
ENSG00000141756.18_ENST00000585664.5,0.266775913806406,0.552619232057999
ENSG00000175265.17_ENST00000473125.5,0.669676995181048,0.854816628140045
ENSG00000184939.16_ENST00000570495.5,0.619662947182412,0.826865064961432
ENSG00000198561.13_ENST00000526357.5,0.363461347432037,0.644493569789713
ENSG00000067082.15_ENST00000469435.1,0.0942418531940632,0.312078663012135
ENSG00000177981.11_ENST00000536549.5,0.945260025495987,0.980479096555084
ENSG00000108312.15_ENST00000343638.9,0.000415659995719987,0.00959805546191736
ENSG00000012171.20_ENST00000616701.5,0.137041901761025,0.383663917623026
ENSG00000116560.11_ENST00000490668.5,0.296365283475881,0.583345567933107
ENSG00000107949.17_ENST00000278100.11,0.439342254567445,0.706823946262423
ENSG00000133818.14_ENST00000256196.9,0.000589546491390048,0.0123181563940969
ENSG00000119599.17_ENST00000358377.7,0.929812522526806,0.975150313003686
ENSG00000119865.8_ENST00000263655.3,0.0029906629950727,0.0365574797530037
ENSG00000121297.8_ENST00000240587.5,0.160446345561332,0.418471101531926
ENSG00000135709.12_ENST00000538274.5,0.145281246688422,0.396853112499081
ENSG00000138964.17_ENST00000444313.8,0.176405129006979,0.441198139712377
ENSG00000163584.18_ENST00000295830.13,0.116726725455153,0.352328381378563
ENSG00000166451.13_ENST00000299572.9,1.69751897063858e-06,0.000182354130291533
ENSG00000104763.19_ENST00000636128.1,0.742685378145508,0.890191500115593
ENSG00000146416.19_ENST00000646199.1,0.24726814730182,0.531740784077092
ENSG00000171204.12_ENST00000529197.1,0.0456293521026246,0.202944407553783
ENSG00000249264.1_ENST00000514975.1,0.00106389056770912,0.0183562393421142
ENSG00000167208.15_ENST00000330943.9,0.444021753559857,0.710535458295347
ENSG00000141401.12_ENST00000590138.1,0.94503844656418,0.980421155050892
ENSG00000225217.1_ENST00000445535.1,0.708716945320466,0.875057590189593
ENSG00000187098.15_ENST00000448226.7,0.435371917738249,0.703504439036643
ENSG00000140367.12_ENST00000569423.5,0.709655767111531,0.875147420819638
ENSG00000184381.20_ENST00000667521.1,0.135728754229509,0.38211288364912
ENSG00000182518.13_ENST00000472571.2,0.0069553729841669,0.0635598254299782
ENSG00000162430.17_ENST00000361547.7,0.0454956440794514,0.202676422530474
ENSG00000148834.13_ENST00000369713.10,0.229233519498903,0.510021358218744
ENSG00000134759.14_ENST00000442325.6,0.558960628517657,0.790245031348259
ENSG00000101337.16_ENST00000398022.7,0.12729460423236,0.369852292702753
ENSG00000101199.13_ENST00000395285.3,0.356663424202472,0.6389982938488
ENSG00000160211.19_ENST00000439227.5,0.90478952445953,0.963663018053636
ENSG00000128016.7_ENST00000600033.1,0.288639303559458,0.574429819551677
ENSG00000180900.19_ENST00000526832.5,0.0809305647364663,0.284588781814801
ENSG00000204316.12_ENST00000309352.3,0.0886252688890632,0.300320086552584
ENSG00000134419.15_ENST00000574723.5,0.293800848677874,0.579923048384195
ENSG00000167861.16_ENST00000532395.5,0.533463891707974,0.773561925361208
ENSG00000128654.14_ENST00000452865.1,0.475877621634132,0.733242457228208
ENSG00000104872.11_ENST00000262265.10,0.3610888077453,0.64322349089643
ENSG00000144057.15_ENST00000409382.7,0.576282356906822,0.800084082549724
ENSG00000120071.14_ENST00000638275.1,0.00465022720208086,0.0492461485373567
ENSG00000159082.17_ENST00000630077.2,0.33796279209688,0.621469210957943
ENSG00000070047.12_ENST00000533464.5,0.880009328485542,0.953990803574306
ENSG00000101294.17_ENST00000649583.1,0.300651894452127,0.586961971746021
