fetures,p.val,p.adjust
COPS8_ENSG00000198612.10,0.27590342667762,0.435399974397013
DAD1_ENSG00000129562.10,0.000784178824762291,0.0049835435265408
EFTUD2_ENSG00000108883.12,0.711735200420688,0.814169699281882
TMEM182_ENSG00000170417.15,0.286085359788693,0.446525291918554
PIAS1_ENSG00000033800.13,0.0107769404269976,0.0392181724845318
PHEX_ENSG00000102174.8,0.457805655741228,0.614587221725457
MLH1_ENSG00000076242.14,0.864116330862516,0.919434227683053
MRGPRE_ENSG00000184350.9,0.341941885722036,0.503006633894566
KDM4A_ENSG00000066135.12,2.82798967811574e-05,0.000375187051656784
DMC1_ENSG00000100206.9,0.218350630374454,0.368542634980598
UBE2Z_ENSG00000159202.17,0.932888901074389,0.961637193483721
SUPT3H_ENSG00000196284.15,0.104260035929408,0.21627254477289
GCN1_ENSG00000089154.10,0.470411117211483,0.624736412697083
ZNF57_ENSG00000171970.12,0.237989107501871,0.391590423300666
SCLT1_ENSG00000151466.11,0.338811055353827,0.499911869695267
SMAP1_ENSG00000112305.14,0.0307376615734246,0.0872672628259175
PAGE5_ENSG00000158639.12,0.862788409395488,0.918412688696388
BICD2_ENSG00000185963.13,0.00239791051685585,0.0119776733389728
TMEM138_ENSG00000149483.11,0.460381547236162,0.616286953132827
TM6SF2_ENSG00000213996.12,0.437220824096565,0.596854223891102
ZBTB8A_ENSG00000160062.14,0.000203515875781832,0.00174746356601967
VNN1_ENSG00000112299.7,0.241039607367534,0.395044130686185
ABCC2_ENSG00000023839.10,0.225514913450943,0.376373672058821
LHX9_ENSG00000143355.15,0.954158676187,0.975018377953937
TIMM8A_ENSG00000126953.5,0.0358783212479094,0.0978096529037252
PARG_ENSG00000227345.8,0.837663658012597,0.902148485275488
CMC4_ENSG00000182712.15,0.0136061509313723,0.0466855679502311
SAP30BP_ENSG00000161526.14,0.996519930568075,0.998287938393226
SRSF3_ENSG00000112081.16,0.381226694087751,0.544345135923801
MTHFSD_ENSG00000103248.18,0.901144661353555,0.941635801292974
RALBP1_ENSG00000017797.12,0.000785295150547816,0.00498436436381878
PURA_ENSG00000185129.5,0.139875554602596,0.268162885884864
GTF2H4_ENSG00000213780.10,0.44576227711121,0.604290927560701
WDR53_ENSG00000185798.7,0.00828004605128315,0.0316922803850089
CATSPERB_ENSG00000133962.7,0.00015458181455908,0.00140688387770211
ARHGEF9_ENSG00000131089.15,0.184882746565458,0.327023437897962
ZNF175_ENSG00000105497.7,0.00456031979917052,0.0199483961218132
CYP4A11_ENSG00000187048.12,0.397279910967072,0.559234465816832
EIF3B_ENSG00000106263.17,0.0306460707097183,0.087033516168639
S1PR5_ENSG00000180739.13,0.101459470957472,0.211926885474352
NOVA2_ENSG00000104967.6,0.0178279477798915,0.0575776196937278
ACTR5_ENSG00000101442.9,0.544136190388109,0.689066430832094
CFAP46_ENSG00000171811.13,0.651296411631055,0.77063706174216
ELOVL4_ENSG00000118402.5,0.3756345325526,0.537939042812313
C17orf51_ENSG00000212719.10,2.65452561437066e-05,0.000356190908483424
ADGRG2_ENSG00000173698.17,0.00214136178647106,0.0110078160880646
TFIP11_ENSG00000100109.16,0.450446662275194,0.608120226154995
ZNF480_ENSG00000198464.13,0.0495186955991468,0.12462219773178
SRBD1_ENSG00000068784.12,0.36056207488203,0.522394975781047
USP38_ENSG00000170185.9,0.599804737311006,0.733402805394454
DCUN1D3_ENSG00000188215.9,0.000753495424732611,0.00481936629611488
