## trainnig 
# mean cindex: [0.73928648 0.73797775 0.73455777 0.73131337 0.72351553] 
# best alpha: [0.012589254117941675] 
## validation 
# cindex:0.7475413917589941 
# features in: 18+age+treatment, features out: 18 
## baseline 
## features: ['age', 'treatGroup=Endo', 'treatGroup=EndoCyto', 'treatGroup=EndoCytoImmu'] 
# cindex: 0.6310842773559069 
# base_mean_auc: 0.6259041297743244 
AUC,base,time,mean
0.8069324508235443,0.6936798375503709,724.0,0.7248886436230042
0.7478385957283198,0.672641890448832,784.0,0.7248886436230042
0.751274209242417,0.6746192148407035,844.0,0.7248886436230042
0.7655294913488002,0.691651554175667,904.0,0.7248886436230042
0.7829132403595748,0.6979299012769975,964.0,0.7248886436230042
0.7508654271227523,0.6741355033581213,1024.0,0.7248886436230042
0.7508654271227523,0.6741355033581213,1084.0,0.7248886436230042
0.7504945614557526,0.6731990348707306,1144.0,0.7248886436230042
0.7358161199034354,0.6880064012716405,1204.0,0.7248886436230042
0.7370103224526103,0.6894737387462043,1264.0,0.7248886436230042
0.755572853651676,0.6667244313268927,1324.0,0.7248886436230042
0.755572853651676,0.6667244313268927,1384.0,0.7248886436230042
0.7625730016535569,0.682851536368521,1444.0,0.7248886436230042
0.7638161457345234,0.6833443822377268,1504.0,0.7248886436230042
0.776374793546021,0.6595554312172538,1564.0,0.7248886436230042
0.794185603446804,0.649750840043887,1624.0,0.7248886436230042
0.793765641594626,0.6496941827975795,1684.0,0.7248886436230042
0.7927020600846848,0.6495800585974765,1744.0,0.7248886436230042
0.7933854902725586,0.6524216897109432,1804.0,0.7248886436230042
0.7849544332648073,0.6585567477017442,1864.0,0.7248886436230042
0.7896614498842937,0.6624693065138932,1924.0,0.7248886436230042
0.6798972773208836,0.5945254075108373,1984.0,0.7248886436230042
0.698247744962452,0.6481065478321177,2044.0,0.7248886436230042
0.6892778748185235,0.6436930217515346,2104.0,0.7248886436230042
0.6179192976513783,0.6101310335079018,2164.0,0.7248886436230042
0.660267452624291,0.4917752521971975,2224.0,0.7248886436230042
