fetures,p.val,p.adjust
ENSG00000100908.14_ENST00000216799.9,0.122660902612142,0.357734845567737
ENSG00000137497.17_ENST00000351960.10,0.680758873419779,0.85530508827855
ENSG00000099622.14_ENST00000592234.5,0.258270715312816,0.534204447911784
ENSG00000141756.18_ENST00000585664.5,0.754754126066894,0.89724364322116
ENSG00000175265.17_ENST00000473125.5,0.547139963007961,0.777481560662499
ENSG00000184939.16_ENST00000570495.5,0.400379032627173,0.667613629062654
ENSG00000198561.13_ENST00000526357.5,0.459504386525145,0.714824783886039
ENSG00000067082.15_ENST00000469435.1,0.00662595595496054,0.0522620292919992
ENSG00000177981.11_ENST00000536549.5,0.778273545432625,0.909539018917872
ENSG00000108312.15_ENST00000343638.9,0.00408883040303432,0.0369884767717969
ENSG00000012171.20_ENST00000616701.5,0.485404683861628,0.734423528873924
ENSG00000116560.11_ENST00000490668.5,0.504849845196292,0.748714138666709
ENSG00000107949.17_ENST00000278100.11,0.096745990579006,0.311700285213469
ENSG00000133818.14_ENST00000256196.9,0.00400175571239359,0.0364342254312168
ENSG00000119599.17_ENST00000358377.7,0.133497165502385,0.376038194346235
ENSG00000119865.8_ENST00000263655.3,1.98840558153904e-07,1.67960789421797e-05
ENSG00000121297.8_ENST00000240587.5,6.84430623516121e-06,0.000258176635580528
ENSG00000135709.12_ENST00000538274.5,0.120456576066903,0.353991329623034
ENSG00000138964.17_ENST00000444313.8,0.0510814650389426,0.211008618173404
ENSG00000163584.18_ENST00000295830.13,0.190038896608465,0.453927363245323
ENSG00000166451.13_ENST00000299572.9,1.45211490633744e-05,0.000481585624809829
ENSG00000104763.19_ENST00000636128.1,0.763809843119927,0.901646515149874
ENSG00000146416.19_ENST00000646199.1,0.0714773550932545,0.259662084317822
ENSG00000171204.12_ENST00000529197.1,0.391443346015324,0.659966570962014
ENSG00000249264.1_ENST00000514975.1,0.00328117926940781,0.0314681171465865
ENSG00000167208.15_ENST00000330943.9,0.439751110735333,0.699285635944859
ENSG00000141401.12_ENST00000590138.1,0.203407434224896,0.469635713688739
ENSG00000225217.1_ENST00000445535.1,0.439704308709539,0.699285635944859
ENSG00000187098.15_ENST00000448226.7,0.215316090726274,0.484124428312539
ENSG00000140367.12_ENST00000569423.5,0.351711855358611,0.627291132224442
ENSG00000184381.20_ENST00000667521.1,0.720663800835923,0.878268739584614
ENSG00000182518.13_ENST00000472571.2,0.00839037295420208,0.0624158870410148
ENSG00000162430.17_ENST00000361547.7,0.0184385024878356,0.108339904927039
ENSG00000148834.13_ENST00000369713.10,0.0153735528326783,0.0955435607694921
ENSG00000134759.14_ENST00000442325.6,0.356888782126756,0.631036463678484
ENSG00000101337.16_ENST00000398022.7,0.177477626390605,0.437463868716387
ENSG00000101199.13_ENST00000395285.3,0.858872652251721,0.947806918305605
ENSG00000160211.19_ENST00000439227.5,0.895332605233178,0.963229237041093
ENSG00000128016.7_ENST00000600033.1,0.0318183389095677,0.155392956701305
ENSG00000180900.19_ENST00000526832.5,0.173095722268011,0.432651750929376
ENSG00000204316.12_ENST00000309352.3,0.097598001014304,0.313270881462932
ENSG00000134419.15_ENST00000574723.5,0.164959229873608,0.421754512699747
ENSG00000167861.16_ENST00000532395.5,0.22856914967176,0.499160072081761
ENSG00000128654.14_ENST00000452865.1,0.111157391464137,0.337294596205117
ENSG00000104872.11_ENST00000262265.10,0.941087871407488,0.979553383680028
ENSG00000144057.15_ENST00000409382.7,0.00374294625124912,0.0345866342578818
ENSG00000120071.14_ENST00000638275.1,0.133189439011923,0.375605999644695
ENSG00000159082.17_ENST00000630077.2,0.0653269754041268,0.246093576489036
ENSG00000070047.12_ENST00000533464.5,0.575804024422908,0.795354601051117
ENSG00000101294.17_ENST00000649583.1,0.906984586096983,0.967743985359945
ENSG00000172349.17_ENST00000302987.8,0.136062378693322,0.379672919413453
ENSG00000011028.14_ENST00000583597.5,0.760916286450168,0.900168805795848
ENSG00000152700.14_ENST00000502286.1,0.00647735347366519,0.0514595533603159
ENSG00000151458.12_ENST00000504087.6,0.00049410877390933,0.00738771106285312
ENSG00000163041.11_ENST00000366814.3,0.36021117181176,0.633784406447503
ENSG00000171302.17_ENST00000592033.5,0.318321444315087,0.595433109523234
ENSG00000066651.20_ENST00000334379.11,0.769282592456134,0.904397770920594
ENSG00000259459.6_ENST00000662408.1,0.125028967167724,0.36183346486636
ENSG00000060339.14_ENST00000543225.5,0.959024454694988,0.986627667282628
ENSG00000123144.11_ENST00000592273.5,0.393673008432253,0.661981047283703
ENSG00000177674.16_ENST00000314340.10,0.0336197088501303,0.161136557985372
ENSG00000090376.11_ENST00000261233.9,0.0298375452377208,0.148800313939032
ENSG00000136854.21_ENST00000637953.1,0.278911136949347,0.55660515829902
ENSG00000272831.1_ENST00000607978.1,0.156355845445875,0.410323848243762
ENSG00000104299.15_ENST00000416984.6,0.672505574027211,0.85084459938692
ENSG00000176293.19_ENST00000313434.9,0.0490140988349185,0.205518175131735
ENSG00000198160.14_ENST00000357692.6,0.531036511929256,0.767445126970394
ENSG00000182718.16_ENST00000504475.6,0.586652066915329,0.801659545023012
ENSG00000198858.10_ENST00000361574.10,0.188735233222526,0.452077147343245
ENSG00000140988.16_ENST00000526586.6,0.88174767627714,0.957838234536741
ENSG00000143570.18_ENST00000368621.5,0.658999905952515,0.843207888446954
ENSG00000156482.11_ENST00000521534.1,0.195012892261876,0.459130024402892
ENSG00000074590.13_ENST00000261402.6,0.00278035704654168,0.0277278190625343
ENSG00000104976.12_ENST00000221573.11,0.0774942442330339,0.272718101504991
ENSG00000169992.10_ENST00000302926.7,1.63264628774412e-06,8.66220975422788e-05
ENSG00000151491.14_ENST00000644374.1,0.182105674822968,0.443999107999357
ENSG00000177685.17_ENST00000530737.2,0.0241855452916104,0.12937793998213
ENSG00000090861.15_ENST00000261772.12,0.000164633126632759,0.00312297349426402
ENSG00000177565.16_ENST00000457928.6,0.596782063034261,0.807925526937338
ENSG00000102313.9_ENST00000218436.7,0.316812712948652,0.594084131319657
ENSG00000138777.20_ENST00000502596.5,0.190277777940344,0.454230743812662
ENSG00000149243.15_ENST00000460787.1,0.0267223394943957,0.138633388581371
ENSG00000117859.19_ENST00000428468.6,0.0240419054754897,0.129028591807909
ENSG00000243517.1_ENST00000495623.1,0.132474390008319,0.374619721942248
ENSG00000241468.7_ENST00000292475.7,0.0243868437632992,0.130007790495999
ENSG00000143314.12_ENST00000361531.6,8.16327202990127e-05,0.00180688952903727
ENSG00000106009.16_ENST00000469750.5,0.833269142450065,0.936484309046201
ENSG00000135018.14_ENST00000533705.5,0.817696960729444,0.929598888295231
ENSG00000174720.16_ENST00000324052.10,0.495954771919402,0.742216699313071
ENSG00000158825.6_ENST00000375071.4,0.747122652314513,0.892249794311441
ENSG00000115652.14_ENST00000283148.11,0.885559245861265,0.959170835263485
ENSG00000105355.9_ENST00000221957.9,0.167928789308853,0.42527616264943
ENSG00000100416.15_ENST00000645190.1,0.161398954891401,0.416472374740275
ENSG00000129925.11_ENST00000431232.7,0.178085593334744,0.43819741539332
ENSG00000262211.1_ENST00000576302.1,0.0543442942427239,0.219621615211957
ENSG00000157873.17_ENST00000434817.5,0.199288506341574,0.464247096799946
ENSG00000176531.10_ENST00000292140.9,0.543629147532175,0.775221132984984
ENSG00000171490.13_ENST00000573618.5,0.101784123038531,0.320360664964904
ENSG00000164330.17_ENST00000313708.11,0.000154983876934165,0.0029713009810676
ENSG00000148187.18_ENST00000470366.5,0.0957606845090869,0.309917128195897
ENSG00000115318.12_ENST00000264094.8,0.000697801442158962,0.00959829040063608
ENSG00000173581.7_ENST00000586790.5,0.351092042809948,0.626834551366764
ENSG00000231770.6_ENST00000447982.6,0.628816481146394,0.827969274279705
ENSG00000198824.7_ENST00000361283.4,0.0817596945921222,0.281347862692877
ENSG00000213523.10_ENST00000602775.5,0.0640948333804636,0.243306794046139
ENSG00000181061.13_ENST00000470543.1,0.783728810378437,0.912105345702646
ENSG00000166181.13_ENST00000531273.6,0.109159713530675,0.333789502959613
ENSG00000105723.12_ENST00000222330.8,0.993482380379145,0.99901881101462
ENSG00000182117.5_ENST00000328848.5,0.49495377623099,0.741717690749186
ENSG00000077348.9_ENST00000221233.9,0.140138619917193,0.385844820744096
ENSG00000173486.13_ENST00000449942.6,0.828894077830386,0.934461891427332
ENSG00000160917.15_ENST00000451876.5,0.323544677456496,0.600186882373995
ENSG00000158164.7_ENST00000289373.5,0.000243847036922648,0.0042616096656172
