fetures,p-val
ENSG00000100908.14_ENST00000216799.9,0.0006522610261745651
ENSG00000137497.17_ENST00000351960.10,0.5026399103605523
ENSG00000099622.14_ENST00000592234.5,0.02514414848363386
ENSG00000141756.18_ENST00000585664.5,0.6800492507593335
ENSG00000175265.17_ENST00000473125.5,0.5458571558095038
ENSG00000184939.16_ENST00000570495.5,0.7641703458969268
ENSG00000198561.13_ENST00000526357.5,0.3508238755635742
ENSG00000067082.15_ENST00000469435.1,7.291360761739886e-05
ENSG00000177981.11_ENST00000536549.5,0.33219275551022587
ENSG00000108312.15_ENST00000343638.9,0.4790271919788992
ENSG00000012171.20_ENST00000616701.5,0.5400872959517614
ENSG00000116560.11_ENST00000490668.5,0.9503906008008454
ENSG00000107949.17_ENST00000278100.11,0.7405434922729257
ENSG00000133818.14_ENST00000256196.9,0.0003859404811375408
ENSG00000119599.17_ENST00000358377.7,0.3273033419787238
ENSG00000119865.8_ENST00000263655.3,1.08783021332801e-09
ENSG00000121297.8_ENST00000240587.5,2.85827460841005e-05
ENSG00000135709.12_ENST00000538274.5,0.256537850409716
ENSG00000138964.17_ENST00000444313.8,0.011077475167960444
ENSG00000163584.18_ENST00000295830.13,0.8189654397171839
ENSG00000166451.13_ENST00000299572.9,5.573031946550588e-08
ENSG00000104763.19_ENST00000636128.1,0.163393458994103
ENSG00000146416.19_ENST00000646199.1,0.04767336330195651
ENSG00000171204.12_ENST00000529197.1,0.1291444613726668
ENSG00000249264.1_ENST00000514975.1,0.0013354345352989006
ENSG00000167208.15_ENST00000330943.9,3.896210199216651e-05
ENSG00000141401.12_ENST00000590138.1,0.4025523776800246
ENSG00000225217.1_ENST00000445535.1,0.1041355957182834
ENSG00000187098.15_ENST00000448226.7,0.635882107183871
ENSG00000140367.12_ENST00000569423.5,0.08939809349057314
ENSG00000184381.20_ENST00000667521.1,0.09405824272914813
ENSG00000182518.13_ENST00000472571.2,0.05054169698127858
ENSG00000162430.17_ENST00000361547.7,3.564836786276695e-05
ENSG00000148834.13_ENST00000369713.10,0.14831979160743344
ENSG00000134759.14_ENST00000442325.6,0.002631342314200958
ENSG00000101337.16_ENST00000398022.7,0.45227186010834264
ENSG00000101199.13_ENST00000395285.3,0.006974945664086831
ENSG00000160211.19_ENST00000439227.5,0.1399040703591698
ENSG00000128016.7_ENST00000600033.1,2.2191480522746954e-05
ENSG00000180900.19_ENST00000526832.5,0.000338534461513329
ENSG00000204316.12_ENST00000309352.3,0.016752085813252226
ENSG00000134419.15_ENST00000574723.5,0.5360924755646317
ENSG00000167861.16_ENST00000532395.5,0.03196622950720241
ENSG00000128654.14_ENST00000452865.1,0.9253027231562201
ENSG00000104872.11_ENST00000262265.10,0.7496701178569002
ENSG00000144057.15_ENST00000409382.7,0.011118213692325695
ENSG00000120071.14_ENST00000638275.1,0.37581302991531496
ENSG00000159082.17_ENST00000630077.2,0.9785148049809335
ENSG00000070047.12_ENST00000533464.5,0.664613411602408
ENSG00000101294.17_ENST00000649583.1,0.00025861718625042133
ENSG00000172349.17_ENST00000302987.8,0.31065907003884113
ENSG00000011028.14_ENST00000583597.5,0.7211964056338969
ENSG00000152700.14_ENST00000502286.1,0.14562083612643095
ENSG00000151458.12_ENST00000504087.6,0.816957484726673
ENSG00000163041.11_ENST00000366814.3,0.21656026543306536
ENSG00000171302.17_ENST00000592033.5,0.006619281930356377
ENSG00000066651.20_ENST00000334379.11,0.18756041986987154
ENSG00000259459.6_ENST00000662408.1,0.08839032427989364
ENSG00000060339.14_ENST00000543225.5,0.031220519060118083
ENSG00000123144.11_ENST00000592273.5,0.2370247765806617
ENSG00000177674.16_ENST00000314340.10,0.17481423195164864
ENSG00000090376.11_ENST00000261233.9,3.926917559228824e-05
ENSG00000136854.21_ENST00000637953.1,0.6791487254040565
ENSG00000272831.1_ENST00000607978.1,0.48043868530391365
ENSG00000104299.15_ENST00000416984.6,0.18690697592829264
ENSG00000176293.19_ENST00000313434.9,0.3372804406417713
ENSG00000198160.14_ENST00000357692.6,0.4650609953472782
ENSG00000182718.16_ENST00000504475.6,0.007870048706985067
ENSG00000198858.10_ENST00000361574.10,0.98505348846907
ENSG00000140988.16_ENST00000526586.6,1.119625844859874e-05
ENSG00000143570.18_ENST00000368621.5,0.7905884049946367
ENSG00000156482.11_ENST00000521534.1,0.5506486461282831
ENSG00000074590.13_ENST00000261402.6,0.0019621614192060844
ENSG00000104976.12_ENST00000221573.11,0.21546445373856649
ENSG00000169992.10_ENST00000302926.7,0.001978670526408057
ENSG00000151491.14_ENST00000644374.1,0.9081659699814564
ENSG00000177685.17_ENST00000530737.2,0.0017680958779941482
ENSG00000090861.15_ENST00000261772.12,0.034857387882419245
ENSG00000177565.16_ENST00000457928.6,0.8961286323988654
ENSG00000102313.9_ENST00000218436.7,0.08132735549870193
ENSG00000138777.20_ENST00000502596.5,0.5465031895353953
ENSG00000149243.15_ENST00000460787.1,0.1605034188340498
ENSG00000117859.19_ENST00000428468.6,0.2564807250447207
ENSG00000243517.1_ENST00000495623.1,0.008828063468179584
ENSG00000241468.7_ENST00000292475.7,0.048640559131291616
ENSG00000143314.12_ENST00000361531.6,0.012994990665866285
ENSG00000106009.16_ENST00000469750.5,0.15618055034690986
ENSG00000135018.14_ENST00000533705.5,0.5560719329996557
ENSG00000174720.16_ENST00000324052.10,0.1550648579546464
ENSG00000158825.6_ENST00000375071.4,0.0007026954243919697
ENSG00000115652.14_ENST00000283148.11,0.12340030013797129
ENSG00000105355.9_ENST00000221957.9,0.5771354957477757
ENSG00000100416.15_ENST00000645190.1,0.2810035939266061
ENSG00000129925.11_ENST00000431232.7,2.0386691493382402e-05
ENSG00000262211.1_ENST00000576302.1,0.1170128890847207
ENSG00000157873.17_ENST00000434817.5,0.26641770352055744
ENSG00000176531.10_ENST00000292140.9,0.5494234040786761
ENSG00000171490.13_ENST00000573618.5,0.8121229223428803
ENSG00000164330.17_ENST00000313708.11,2.7533188836788066e-11
ENSG00000148187.18_ENST00000470366.5,0.00764713532812339
ENSG00000115318.12_ENST00000264094.8,0.08893673908997136
ENSG00000173581.7_ENST00000586790.5,0.2520018393387134
ENSG00000231770.6_ENST00000447982.6,0.4972213717545535
ENSG00000198824.7_ENST00000361283.4,0.2443035941676485
ENSG00000213523.10_ENST00000602775.5,0.3903355708144094
ENSG00000181061.13_ENST00000470543.1,0.0035085623941565193
ENSG00000166181.13_ENST00000531273.6,0.3061327674977826
ENSG00000105723.12_ENST00000222330.8,0.2230062264551043
ENSG00000182117.5_ENST00000328848.5,0.44920368455469184
ENSG00000077348.9_ENST00000221233.9,0.0527089381064093
ENSG00000173486.13_ENST00000449942.6,0.8623030815927483
ENSG00000160917.15_ENST00000451876.5,0.036753750978839726
ENSG00000158164.7_ENST00000289373.5,8.03598957522343e-08
ENSG00000110400.11_ENST00000264025.8,0.13799365257978707
ENSG00000081377.17_ENST00000375241.6,0.004440552771190686
ENSG00000133316.15_ENST00000542347.5,0.5650734959406514
ENSG00000138078.15_ENST00000409957.5,0.45092420988077775
ENSG00000198130.16_ENST00000392332.7,0.05380814283688054
ENSG00000136270.14_ENST00000361278.7,0.1199461724679534
ENSG00000163719.19_ENST00000351233.9,0.43162987800852537
ENSG00000184584.13_ENST00000330794.9,0.2239000066528078
ENSG00000026508.18_ENST00000532339.1,0.03383161001896347
ENSG00000160050.14_ENST00000421922.6,0.03761705907559653
ENSG00000104067.16_ENST00000614355.4,0.010050127426226761
ENSG00000253352.9_ENST00000647354.1,0.427703575525728
ENSG00000132382.14_ENST00000573116.5,0.0870234934990511
ENSG00000088247.17_ENST00000398148.7,0.2983650204319628
ENSG00000090581.10_ENST00000527076.1,0.6984063942501666
ENSG00000109572.14_ENST00000347613.8,0.38342972323684066
ENSG00000254902.1_ENST00000524987.1,0.011352553140036005
ENSG00000157796.18_ENST00000506869.5,0.4935183084044438
ENSG00000164306.11_ENST00000314970.11,0.587878839990383
ENSG00000186827.11_ENST00000379236.4,0.0008110415953085763
ENSG00000132182.12_ENST00000254508.7,1.5989493979826289e-10
ENSG00000116604.18_ENST00000464356.6,0.3781756031242708
ENSG00000182247.10_ENST00000396703.6,0.21795420215087902
ENSG00000109065.12_ENST00000580301.5,0.8544767809398788
ENSG00000143416.21_ENST00000474352.5,0.21648512624818925
ENSG00000197150.12_ENST00000358849.8,0.16335001015291842
ENSG00000168297.16_ENST00000356151.7,0.6098195699262516
ENSG00000137221.14_ENST00000372444.6,0.266436417192827
ENSG00000074266.21_ENST00000672825.1,0.2759453215578147
ENSG00000092208.17_ENST00000250379.12,0.006496951040500085
ENSG00000143185.4_ENST00000367819.3,0.0010279520839323716
ENSG00000052802.13_ENST00000393766.6,0.0016620580933738565
ENSG00000133027.18_ENST00000580147.5,0.2251512034205632
ENSG00000184584.13_ENST00000502362.2,0.7180805861265878
ENSG00000197077.13_ENST00000401395.1,0.33549820509674555
ENSG00000141013.17_ENST00000566266.5,0.8182825489696081
ENSG00000153048.11_ENST00000311052.10,0.04514617701455267
ENSG00000151883.18_ENST00000505554.5,0.021111359262360983
ENSG00000108641.17_ENST00000440841.1,0.0791390697644072
ENSG00000138629.16_ENST00000361351.8,0.6972628503596312
ENSG00000079459.13_ENST00000443614.6,0.24297370537258942
ENSG00000100934.15_ENST00000307712.11,0.009301574200811043
ENSG00000137871.20_ENST00000559237.5,0.5907333859189692
ENSG00000114054.14_ENST00000484181.5,0.47067102310328346
ENSG00000140299.12_ENST00000607373.6,0.004466262235827596
ENSG00000171159.5_ENST00000372994.2,0.7464997365797293
ENSG00000089159.16_ENST00000424649.6,0.03509953851173344
ENSG00000127124.16_ENST00000372583.6,0.7098211832135988
ENSG00000147394.18_ENST00000449285.6,0.4795411176054366
ENSG00000175879.9_ENST00000450510.2,0.11703901903536926
ENSG00000083307.12_ENST00000646743.1,0.01283108304173163
ENSG00000175061.18_ENST00000483140.6,0.07235758858159638
ENSG00000171490.13_ENST00000573029.1,0.6089680445320678
ENSG00000117640.18_ENST00000374307.9,0.00015853504174027707
ENSG00000104824.17_ENST00000595164.5,0.9320323656021816
ENSG00000025156.13_ENST00000368455.9,0.7301401370405404
ENSG00000133985.3_ENST00000256367.3,0.1485817552270163
ENSG00000143228.13_ENST00000367900.7,8.437191466486256e-16
ENSG00000164611.13_ENST00000519287.1,9.308052096653595e-20
ENSG00000086061.16_ENST00000330899.5,0.010541075818007796
ENSG00000127314.18_ENST00000393436.9,0.4760828410834397
ENSG00000153094.23_ENST00000393256.8,0.0774119130252612
ENSG00000114923.17_ENST00000273063.10,0.7729490978450515
ENSG00000125779.22_ENST00000497424.5,0.029863672370594382
ENSG00000173465.8_ENST00000531405.5,0.010581591747985472
ENSG00000134910.14_ENST00000392708.9,0.4821541824870421
ENSG00000125089.17_ENST00000245105.8,0.028299224454210164
ENSG00000050748.17_ENST00000393360.7,0.02059276335465716
ENSG00000116191.17_ENST00000367635.7,0.1575779832424215
ENSG00000168884.15_ENST00000503235.1,0.20483532260645285
ENSG00000163875.15_ENST00000373075.6,0.7742335856325552
ENSG00000204175.5_ENST00000374317.1,0.012658445529756167
ENSG00000197956.10_ENST00000368720.6,0.32238208236347743
ENSG00000144810.16_ENST00000621757.1,0.5798624577526563
ENSG00000122863.6_ENST00000373115.5,5.03854706175921e-07
ENSG00000132541.11_ENST00000254878.8,0.0025111592365283384
ENSG00000102984.15_ENST00000425432.6,0.4016399259167318
ENSG00000232388.4_ENST00000435844.3,0.15888228041782432
ENSG00000007255.10_ENST00000588062.5,0.7474337742907466
ENSG00000003756.17_ENST00000464087.6,0.13492499041656797
ENSG00000090097.21_ENST00000471622.5,0.34792497026691105
ENSG00000197043.14_ENST00000517757.5,0.2538710726079946
ENSG00000205710.4_ENST00000381365.4,8.270248135545834e-05
ENSG00000135372.9_ENST00000257829.8,0.003802222778472984
ENSG00000075711.21_ENST00000346964.6,0.5658042099633984
ENSG00000143850.16_ENST00000637508.1,0.6341361119377841
ENSG00000006007.12_ENST00000353258.8,0.538609779690194
ENSG00000179632.10_ENST00000534585.5,0.029736125160292906
ENSG00000173171.14_ENST00000316721.8,0.0019181530648656937
ENSG00000158411.11_ENST00000289359.6,0.47968093249082344
ENSG00000257704.4_ENST00000552360.4,0.00904546443148068
ENSG00000104872.11_ENST00000596651.5,0.8589815489809488
ENSG00000109381.19_ENST00000379549.6,0.8042518369015623
ENSG00000170310.15_ENST00000575858.5,0.6199670936630203
ENSG00000102081.14_ENST00000218200.12,0.5646424618091144
ENSG00000164741.15_ENST00000276297.9,3.767378379346653e-11
ENSG00000103067.14_ENST00000566774.1,0.007796392566760858
ENSG00000113712.18_ENST00000261798.10,0.7520815155696233
ENSG00000187210.14_ENST00000444201.6,0.8645823301393897
ENSG00000060971.18_ENST00000301810.11,0.16271426534126018
ENSG00000146278.11_ENST00000336032.4,0.0003963644048499288
ENSG00000109103.11_ENST00000335765.8,0.5744279397356735
ENSG00000144063.3_ENST00000272462.2,4.0082341989137105e-08
ENSG00000159921.16_ENST00000642385.1,0.18421033754948343
ENSG00000108439.10_ENST00000641323.1,0.04874774723055595
ENSG00000146918.20_ENST00000441982.5,0.3745721693675762
ENSG00000147854.17_ENST00000276893.10,0.8283191163249335
ENSG00000108771.13_ENST00000251642.8,0.0005199124626367848
ENSG00000124496.12_ENST00000541110.5,0.9780481520761667
ENSG00000273472.1_ENST00000609937.1,0.6177277512660618
ENSG00000010278.14_ENST00000481267.6,0.1685004390542985
ENSG00000233913.7_ENST00000522551.1,0.02171696667137344
ENSG00000111801.16_ENST00000244519.7,0.5317704006217543
ENSG00000100442.11_ENST00000396062.4,0.03189088800239529
ENSG00000167996.16_ENST00000529631.5,0.6004864112113257
ENSG00000162231.14_ENST00000531709.6,0.19533640288983517
ENSG00000061273.18_ENST00000459625.5,0.759956649255742
ENSG00000127863.15_ENST00000403372.6,0.00010504315954001328
ENSG00000023902.14_ENST00000369124.5,0.14110948340424162
ENSG00000057663.16_ENST00000343245.7,0.5387009459872889
ENSG00000122566.21_ENST00000618183.4,0.6146799939958771
ENSG00000018408.14_ENST00000360632.7,3.576783303925432e-05
ENSG00000286219.1_ENST00000652191.1,0.382517716021052
ENSG00000151967.18_ENST00000482804.1,0.005488804685236838
ENSG00000129595.13_ENST00000621003.4,0.0017641100813442345
ENSG00000052802.13_ENST00000261507.11,0.1272497868707106
ENSG00000125354.23_ENST00000354416.7,0.9630679333907571
ENSG00000147548.17_ENST00000316985.7,0.05123435847773292
ENSG00000100297.16_ENST00000216122.9,0.0001310335843499225
ENSG00000167468.17_ENST00000585362.6,0.5031855235565685
ENSG00000237651.6_ENST00000464909.2,0.6597946591451396
ENSG00000093072.18_ENST00000399839.5,0.0009381351096644572
ENSG00000162433.15_ENST00000545314.5,0.5579540335494062
ENSG00000285976.2_ENST00000370651.7,0.09356561155746942
ENSG00000141376.22_ENST00000390652.9,0.3817787494157432
ENSG00000055483.19_ENST00000588086.5,0.6717392915728384
ENSG00000152700.14_ENST00000439578.5,0.011139170326891303
ENSG00000174227.16_ENST00000310340.9,0.6469113320282426
ENSG00000275895.7_ENST00000619610.2,0.952034199181578
ENSG00000205352.11_ENST00000546581.5,0.0029739257811691854
ENSG00000100425.18_ENST00000216267.12,0.294219898115476
ENSG00000139192.12_ENST00000266556.8,0.4274682824050128
ENSG00000183513.9_ENST00000483527.5,0.9679923215617487
ENSG00000182774.13_ENST00000560612.1,0.06779340416760526
ENSG00000111678.11_ENST00000537087.5,0.37050633029736546
ENSG00000025770.19_ENST00000420993.7,0.040379177164818
ENSG00000077585.14_ENST00000419162.5,0.7255774722362296
ENSG00000286190.1_ENST00000568641.1,3.451976513068159e-07
ENSG00000177600.9_ENST00000532004.5,0.26415138954588036
ENSG00000105058.12_ENST00000263384.12,0.42843977494711105
ENSG00000230847.4_ENST00000445744.3,0.0018072345895602752
ENSG00000102471.14_ENST00000620924.1,0.447244918795092
ENSG00000071889.16_ENST00000322269.10,0.5463252123778307
ENSG00000204628.12_ENST00000511473.5,0.20097802340392504
ENSG00000196588.17_ENST00000652095.2,0.5827280971243018
ENSG00000285128.1_ENST00000644659.1,0.9598357517044058
ENSG00000126432.14_ENST00000352435.8,0.0627504060684791
ENSG00000173486.13_ENST00000394540.4,0.3210440213787465
ENSG00000174547.13_ENST00000534488.5,0.0006843763687510131
ENSG00000143891.17_ENST00000272252.10,0.1170185755081947
ENSG00000122705.17_ENST00000345519.10,0.6510411167014096
ENSG00000102910.14_ENST00000285737.9,0.27873846076308845
ENSG00000140538.16_ENST00000317501.7,0.0007487341887822984
ENSG00000169627.9_ENST00000565525.1,0.08264216206120732
ENSG00000138495.6_ENST00000261070.6,8.035191834794933e-07
ENSG00000153029.14_ENST00000282990.10,0.8949041055392891
ENSG00000170619.10_ENST00000305103.4,4.904651637014878e-06
ENSG00000054793.14_ENST00000311637.9,0.9391765816886558
ENSG00000266338.6_ENST00000581897.6,0.7266807709965204
ENSG00000142185.16_ENST00000397928.5,0.027608380123924834
ENSG00000169045.17_ENST00000510678.5,8.921539779948979e-06
ENSG00000128641.19_ENST00000392316.5,0.9424525000569617
ENSG00000162889.10_ENST00000367103.3,0.07117268253411355
ENSG00000108523.15_ENST00000576229.5,0.46550079408203593
ENSG00000168653.11_ENST00000372967.3,0.10571205725178265
ENSG00000211793.2_ENST00000390441.2,0.0012066741419796117
ENSG00000198189.11_ENST00000358290.9,1.0660971504562504e-05
ENSG00000188112.9_ENST00000356542.5,0.32160478524000713
ENSG00000119403.15_ENST00000373896.8,0.1305994393431391
ENSG00000101911.12_ENST00000380668.9,0.30104563136505313
